Marca temporal,¿Cuántos años de experiencia en desarrollo de software tiene?,¿Cuál es su nivel de formación académica?,¿Cuál de las siguientes categorías refleja mejor el tipo de estudios que ha realizado?,¿En qué año nació?,¿En qué departamento vive actualmente?,¿Cuál es su nivel de inglés? Marco de referencia Europeo,¿En cuál de los siguientes lenguajes de programación ocupa la mayor parte de su tiempo laboral?,Su modo de trabajo es,"En promedio, ¿Cuántas horas trabaja por semana en su trabajo principal?",¿Para qué tipo de empresa trabaja?,¿Cuánto tiempo lleva trabajando en su trabajo actual? (en meses),¿Cuál es el tipo de contrato que tiene con la empresa dónde ejerce su trabajo principal?,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.
10/5/2025 8:03:18,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Cundinamarca - Bogotá,A1 (Es capaz de comprender y utilizar expresiones cotidianas de uso muy frecuente así como frases sencillas destinadas a satisfacer necesidades de tipo inmediato),Groovy,Híbrido,43,Colombiana con mercado nacional,18,Laboral,,,,Pesos colombianos (COP),3000000,3000000
10/5/2025 8:19:34,8,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1988,Córdoba,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,44,Extranjera,25,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),74000,100000,,,
10/5/2025 8:23:01,6,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",C++,Remoto,40,Colombiana con mercado extranjero,62,Laboral,,,,Pesos colombianos (COP),130000000,130000000
10/5/2025 8:34:14,3,Bachiller,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Cundinamarca - Bogotá,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Java,Remoto,40,Colombiana con mercado nacional,27,Laboral,,,,Pesos colombianos (COP),4770000,5000000
10/5/2025 8:59:26,10,Técnica,"Artes creativas (Música, Arte, Diseño, Literatura, etc)",1990,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Colombiana con mercado extranjero,40,Laboral,,,,Pesos colombianos (COP),134000000,134000000
10/5/2025 9:12:38,19,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1983,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Remoto,40,Extranjera,7,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),66000,66000,,,
10/5/2025 10:20:06,8,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Java,Remoto,40,Extranjera,16,Laboral,,,,Pesos colombianos (COP),210000000,210000000
10/5/2025 10:30:05,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Remoto,40,Colombiana con mercado extranjero,25,Laboral,,,,Pesos colombianos (COP),220000000,226800000
10/5/2025 11:26:58,6,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1997,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,7,Extranjera,29,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),64896,66046,,,
10/5/2025 11:30:49,1,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2001,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Java,Híbrido,40,Extranjera,7,Laboral,,,,Pesos colombianos (COP),72000000,84000000
10/5/2025 13:13:43,8,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1990,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,40,Colombiana con mercado extranjero,18,Laboral,,,,Pesos colombianos (COP),15000000,15000000
10/5/2025 13:30:56,3,Bachiller,No he realizado ningún estudio formal,2002,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Typescript,Remoto,40,Extranjera,40,Laboral,,,,Pesos colombianos (COP),194000000,194000000
10/5/2025 14:51:29,9,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,48,Extranjera,40,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),185000,240000,,,
10/5/2025 15:52:23,3,Ninguna,"Administración, Economía, Negocios internacionales, Mercadeo, o similares",1991,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Presencial,47,Colombiana con mercado nacional,1,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),54000000,54000000,,,
10/5/2025 17:22:08,18,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Caldas,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Elixir,Remoto,20,Extranjera,48,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),11300,11300,,,
10/5/2025 18:03:20,8,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1988,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,40,Extranjera,18,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),42000,42000,,,
10/5/2025 18:41:02,8,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Java,Híbrido,30,Colombiana con mercado extranjero,60,Laboral,,,,Pesos colombianos (COP),120000000,150000000
10/5/2025 19:31:42,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1992,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Remoto,40,Colombiana con mercado nacional,3,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),70000000,70000000,,,
10/5/2025 20:40:54,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1997,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,45,Extranjera,12,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),48000,49200,,,
11/5/2025 0:25:48,4,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1995,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Remoto,25,Extranjera,2,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),12000,12000,,,
11/5/2025 10:18:08,1,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2003,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Go,Híbrido,40,Extranjera,6,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),60,60,,,
11/5/2025 16:40:37,6,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,30,Extranjera,18,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),49200,49500,,,
11/5/2025 19:33:06,9,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,45,Extranjera,36,Laboral,,,,Pesos colombianos (COP),148000000,160000000
11/5/2025 21:12:31,2,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Python,Híbrido,40,Colombiana con mercado nacional,8,Laboral,,,,Pesos colombianos (COP),42000000,54000000
12/5/2025 7:31:53,6,Posgrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1994,Bolívar,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",PHP,Remoto,48,Soy independiente (Freelance),36,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),145000000,145000000,,,
12/5/2025 8:33:59,15,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Atlántico,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Ruby,Remoto,40,Extranjera,90,Laboral,,,,Pesos colombianos (COP),192000000,192000000
12/5/2025 9:27:55,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Remoto,40,Colombiana con mercado extranjero,5,Laboral,,,,Pesos colombianos (COP),11700000,16000000
12/5/2025 9:40:19,17,Posgrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1985,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Dart,Remoto,5,Soy independiente (Freelance),11,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),0,20,,,
12/5/2025 10:53:53,12,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1992,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Híbrido,40,Colombiana con mercado extranjero,120,Laboral,,,,Dólares americanos (USD),70,200
12/5/2025 11:21:59,4,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Cundinamarca - Bogotá,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Remoto,42,Colombiana con mercado nacional,26,Laboral,,,,Pesos colombianos (COP),73500000,105140000
12/5/2025 11:56:24,3,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1998,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Híbrido,40,Colombiana con mercado nacional,41,Laboral,,,,Pesos colombianos (COP),101200000,139000000
12/5/2025 17:24:35,4,Posgrado,"Artes creativas (Música, Arte, Diseño, Literatura, etc)",1993,Cundinamarca - Bogotá,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Kotlin,Remoto,40,Extranjera,48,Laboral,,,,Pesos colombianos (COP),67000000,67000000
12/5/2025 23:29:30,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Atlántico,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,55,Extranjera,7,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),42000,70550,,,
13/5/2025 6:19:57,13,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,40,Extranjera,16,Laboral,,,,Pesos colombianos (COP),187090000,215576400
13/5/2025 9:21:47,13,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1984,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Swift/Objective C,Remoto,40,Extranjera,13,Laboral,,,,Pesos colombianos (COP),240000000,270
13/5/2025 9:23:05,13,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1984,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Swift/Objective C,Remoto,40,Extranjera,13,Laboral,,,,Pesos colombianos (COP),240000000,271000000
13/5/2025 9:28:52,11,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Javascript,Remoto,8,Extranjera,46,Laboral,,,,Pesos colombianos (COP),108000000,109000000
13/5/2025 9:57:37,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Remoto,40,Extranjera,33,Laboral,,,,Pesos colombianos (COP),91000000,91000000
13/5/2025 9:59:42,20,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1975,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Soy Manager,Remoto,44,Colombiana con mercado nacional,30,Laboral,,,,Pesos colombianos (COP),150000000,150000000
13/5/2025 10:56:06,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1992,Boyacá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Colombiana con mercado extranjero,34,Laboral,,,,Pesos colombianos (COP),120000000,140000000
